date,realized_cashflow,balance,equity,equity_source,benchmark_close,strategy_index,balance_index,benchmark_index,strategy_ret,benchmark_ret
2026-04-06,0.0,954445.0,954445.0,deal_based_reconstruction,658.9299926757812,1.0,1.0,1.0,0.0,0.0
2026-04-07,-5212.0,949233.0,949233.0,deal_based_reconstruction,659.219970703125,0.9945392348432859,0.9945392348432859,1.0004400741058488,-0.00546076515671412,0.0004400741058487867
2026-04-08,0.0,949233.0,966748.0,deal_based_plus_final_equity_patch,673.47998046875,1.0128902136843925,0.9945392348432859,1.0220812346602772,0.018451739457014282,0.02163164102934445
